domain,arch,method,BAcc,F1,AUC,ECE,dECE,SCE,Brier,BSS,NLL,Conf,Ent,MTP,MCE,OCE,CCC,AURC,EAURC,Risk@90,Risk@80,BAcc_sd,F1_sd,AUC_sd,ECE_sd,dECE_sd,SCE_sd,Brier_sd,BSS_sd,NLL_sd,Conf_sd,Ent_sd,MTP_sd,MCE_sd,OCE_sd,CCC_sd,AURC_sd,EAURC_sd,Risk@90_sd,Risk@80_sd
BLOODCELL,ConvNeXt,FAIR_knn,0.9064536977067057,0.9051037880061432,0.9853561326784435,0.07359909816611479,0.06126587278058264,0.04357225059600879,0.15496960868133663,0.7933738550915514,0.6548541475244092,0.8583294930223332,0.2995710861689808,0.8282015361223454,0.332089704360289,0.5795838892134044,0.8872755616546113,0.01786583917734406,0.013275295696361183,0.04761069285961716,0.024180067808253717,0.002276277620222691,0.002178100000644129,0.0010938908016387878,0.006301910510829256,0.006275054195653206,0.002774761950291434,0.0026083897593874254,0.0034778530125165893,0.1056621557599852,0.0025464985054110753,0.005547677047597465,0.0026415070992898033,0.11687036046178947,0.004276355340633715,0.003330145700532431,0.0032371387953718245,0.0032667906681899846,0.0015864119762997073,0.003004525460188545
BLOODCELL,ConvNeXt,FAIR_poly_svm,0.9186196223532164,0.9185095485657697,0.9858781696928668,0.026846611870838956,0.01379967617561247,0.016483831698122765,0.12648375058808686,0.8313549992158844,0.2448888810778484,0.8971126486476964,0.26772074082536806,0.8623101585901569,0.4897155058035403,0.6763616647850905,0.9167774066264144,0.016968699973993945,0.013493591813041498,0.047076886294072584,0.02687771998116826,0.00702182326241475,0.0070177434473205165,0.0017717476064678776,0.0063628632710299214,0.005230631686910638,0.002239278252763553,0.006385293511621019,0.008513724682161347,0.019248897767115726,0.0011116656851542024,0.0030663443270062844,0.003354909816003114,0.27613077455456103,0.00990375386760722,0.0015376586141475034,0.002921332850777939,0.0027112049318622185,0.005653691872315945,0.005045668234190706
BLOODCELL,ConvNeXt,FAIR_rbf_svm,0.9325825148819364,0.9325388567598554,0.9907213714557681,0.014199065793662053,0.0043428280369827935,0.010037699837748385,0.09994716357771874,0.8667371152297084,0.17490042563487612,0.9254894895942423,0.1939999443070632,0.8949420481448749,0.3689002824791646,0.7066892840785091,0.9413991981484415,0.009542457786781259,0.007160546118815633,0.03259833995232432,0.017785313137636975,0.006487955705455358,0.006439152052431272,0.0013496168095427999,0.0034020276776109792,0.0026591151430473887,0.0012255698680701955,0.007807113886377777,0.010409485181837019,0.010862939645187423,0.0025671827159386286,0.005146044327239881,0.004908780916905922,0.1577660779178516,0.018532922859257936,0.0015818775214683244,0.0012719920996964137,0.0009491860267173226,0.005582748939911322,0.0022742805252702683
BLOODCELL,ConvNeXt,ISOTONIC,0.8898192892513865,0.8889773622382204,0.9804263547919216,0.015820440437865325,0.004250853138197008,0.014594433968953458,0.16000153644883264,0.7866646180682235,0.2970325410366058,0.8909547448158264,0.2599066525697708,0.8428319334983826,0.1882350093020717,0.6893961787223816,0.9160180568695069,0.022659903325200733,0.016249669502217668,0.07265924045598837,0.04526353207012877,0.005507877684384298,0.005234468939869244,0.002068120355179212,0.004914378799346596,0.0028291726508692903,0.0029155868215829505,0.008547505252893408,0.01139667367052453,0.031167992947771856,0.004040299436858862,0.010811351152650535,0.006608257538455331,0.09918403178019713,0.016020346616392886,0.005037188669863909,0.003283976983295304,0.002933243021335059,0.006414199106582763,0.007545578514634677
BLOODCELL,ConvNeXt,MC_DROPOUT,0.8794059508741647,0.8779942801230627,0.979294276957684,0.08367263815248187,0.06678970673757048,0.05003130027824928,0.1900080817367274,0.7466558910176972,0.3543077647686005,0.7952413201332093,0.5263937711715698,0.7609101176261902,0.1856340458064593,0.5728906750679016,0.8258768439292907,0.02659240036274444,0.018867735684699658,0.08624909552730856,0.05655394081181188,0.010006495328838082,0.010486613551654023,0.00229112269693948,0.009898105986923502,0.010173973891638698,0.004208030593430722,0.011592417774815686,0.015456557033087582,0.02002496061434603,0.006192358282941519,0.013371598767612387,0.008657341781876342,0.028791055964477168,0.005757842540394625,0.0074904870655332955,0.004548676378898561,0.0035506972470123748,0.009515228674796265,0.009395424260231008
BLOODCELL,ConvNeXt,TAU_0.60,0.9340997743101633,0.9340433407192543,0.9917800425982415,0.019428252264853684,0.010457360077571715,0.013402829987248361,0.0968300353321514,0.8708932862237984,0.1727928725234145,0.9169823208808315,0.22554632366805896,0.8893321770979016,0.3322619780735302,0.6839702379398617,0.933495541932561,0.008176222572152971,0.005904879394072102,0.03011118800170124,0.014687761014597598,0.005542864201419741,0.005513667575147699,0.0010533148328235877,0.004663517887542955,0.004040774780167906,0.0018051068580374973,0.006909133264269887,0.009212177685693169,0.008751577361596038,0.003029683896084489,0.009825659365673993,0.0049344809680438775,0.18980264681821304,0.007951815502186347,0.0030861639002706612,0.0010605252780109926,0.0007002044844497173,0.004771498869331281,0.0023290425864131506
BLOODCELL,ConvNeXt,TAU_0.70,0.9340997743101633,0.9340433407192543,0.9917794029557175,0.01932010800250202,0.010460449601116483,0.013372122159740157,0.09682669847206218,0.8708977353705839,0.17278042559561407,0.9170061242788737,0.22545062331356985,0.8893538051481134,0.3322619780735302,0.6839858078236193,0.9335198741526606,0.00817858328089994,0.005907240102819071,0.03011118800170124,0.014687761014597598,0.005542864201419741,0.005513667575147699,0.0010523806442755885,0.00463016440231776,0.0040414150348276785,0.0018052301500430525,0.006914252965220756,0.009219003953627656,0.008776047804125952,0.0030750405848586587,0.009972851568630708,0.0049776486886630245,0.18980264681821304,0.007934756143586226,0.0031238928591576253,0.0010570476234536882,0.000696623872254088,0.004771498869331281,0.0023290425864131506
BLOODCELL,ConvNeXt,TAU_0.80,0.9340997743101633,0.9340433407192543,0.9917805044863846,0.019301547898069853,0.010414435897756504,0.013358790472501122,0.09682149005564628,0.8709046799258051,0.17275834075104096,0.9170248955673989,0.22536584248325417,0.8893730070896038,0.3322619780735302,0.6839816129675833,0.933540120510445,0.008176920276466354,0.005905577098385485,0.03011118800170124,0.014687761014597598,0.005542864201419741,0.005513667575147699,0.0010539901056766437,0.004625687118335531,0.00403309340154204,0.0018060965504214526,0.006922252676911472,0.009229670235881945,0.008819515291027513,0.0031109846034539875,0.010105243660460696,0.005016053533090043,0.18980264681821304,0.007939340877821471,0.0031556576012128487,0.001059495912327181,0.0006991439993219468,0.004771498869331281,0.0023290425864131506
BLOODCELL,ConvNeXt,TAU_0.85,0.9340997743101633,0.9340433407192543,0.9917808862398125,0.019210734580045342,0.010407451938558774,0.013321206306930589,0.09682201364685376,0.8709039818041951,0.17275264121059203,0.9170311504493605,0.22532481182615868,0.8893787156618747,0.3322619780735302,0.6839851461732581,0.9335465502001987,0.00817649713450557,0.005905153956424701,0.03011118800170124,0.014687761014597598,0.005542864201419741,0.005513667575147699,0.0010545486600219802,0.004609107917192254,0.004032058343539419,0.00181118017945698,0.006921448014657875,0.009228597352877137,0.008830743248867384,0.003122995120370923,0.01016996643711813,0.005027485103253981,0.18980264681821304,0.007935478728501828,0.0031658139820598752,0.0010601200447397908,0.000699786936407193,0.004771498869331281,0.0023290425864131506
BLOODCELL,ConvNeXt,TAU_0.90,0.9340997743101633,0.9340433407192543,0.9917816906187065,0.019123472576552992,0.010404302086847705,0.013317105491420627,0.09682415152416898,0.8709011313011082,0.1727507647240273,0.9170338980171501,0.22528925935710423,0.8893812619078888,0.3322619780735302,0.6839843372337328,0.9335495261952979,0.008175692856954624,0.005904349678873755,0.03011118800170124,0.014687761014597598,0.005542864201419741,0.005513667575147699,0.001055726861767181,0.004601570776027286,0.004031611226290114,0.0018119698590716832,0.006918163579955167,0.009224218106606888,0.008834440782845579,0.0031282761433060937,0.010226382156913407,0.005032586096821436,0.18980264681821304,0.007936362452496102,0.0031705259409137133,0.001061307663932443,0.0007010108795904184,0.004771498869331281,0.0023290425864131506
BLOODCELL,ConvNeXt,TAU_0.95,0.9340997743101633,0.9340433407192543,0.9917816061814975,0.019121338765271584,0.010402308738142824,0.01331880872631092,0.09682608716119503,0.87089855045174,0.17275111683096184,0.9170357509032785,0.22525562082113945,0.8893829334345289,0.3322619780735302,0.6839843278715317,0.9335514986898896,0.008175776451310427,0.005904433273229559,0.03011118800170124,0.014687761014597598,0.005542864201419741,0.005513667575147699,0.0010556031014562553,0.0046014899543777125,0.004031334605298801,0.0018116362796270888,0.006915191353268873,0.009220255137691813,0.00883374693772324,0.0031318393005499968,0.010280041763447005,0.005035935421706853,0.18980264681821304,0.00793637268204688,0.003173652869093245,0.0010611841460845728,0.0007008835510051548,0.004771498869331281,0.0023290425864131506
BLOODCELL,ConvNeXt,TEMP_SCALE,0.8795467130706396,0.8782568929227553,0.9799402674567421,0.016815205986703875,0.004457427435543546,0.025472386637289228,0.17242913840183696,0.7700944821308844,0.30328512787818906,0.8849281668663025,0.2932039737701416,0.8314919710159302,0.1822091870633326,0.682633900642395,0.912754762172699,0.025120972219298182,0.01740937298716385,0.08296237788139157,0.0539559890384478,0.010835475149621283,0.011085034392010851,0.002434811454276277,0.005951355984630443,0.003594778710591995,0.008571120705823708,0.013848062093823802,0.01846408279176502,0.03021759100814196,0.006149237671634022,0.01692629287205441,0.01109700827588835,0.12517173498584044,0.008332995641435918,0.004157864386507257,0.0041501929217657016,0.0028001039957738696,0.009859517906763475,0.008479293975960298
BLOODCELL,ConvNeXt,VEC_SCALE,0.8912022424223809,0.8906727463529863,0.98076731330037,0.014655090670961397,0.003185008444317261,0.013274891681358139,0.1582595219741306,0.7889873040344929,0.27341917437641583,0.894044177428937,0.2641843484482293,0.845152976361193,0.3132282261015238,0.6926795875925673,0.9187457048926811,0.021493076511223237,0.015254222654546162,0.07257019378795924,0.043864880746439974,0.0047645837206295475,0.004659853660898852,0.0018924017824245368,0.0034406362224208478,0.0023406691860747984,0.002015506489034362,0.007730049656378438,0.010306732875171242,0.012677144085145668,0.0036690958879549156,0.0098171882352046,0.006059313088400604,0.2211242230151469,0.009155947957181018,0.003766033408878877,0.0020983878589398643,0.0016911734230022162,0.006215473281729576,0.007067421582454027
BLOODCELL,MobileNetV3,ABL_focal,0.9438218818618423,0.9435375047936343,0.9937506550156142,0.07506997657042361,0.06416319279422215,0.03889151505531516,0.10005774610972813,0.866589671853696,0.20531462849003698,0.868496261334039,0.3624847400010648,0.8523224624368103,0.22775309650674042,0.579970680056879,0.8857442957043787,0.0062136142913843265,0.004571156820536336,0.023183065272746356,0.009492406643830931,0.003090833713227988,0.0031051460421705414,0.0006179769977192366,0.00517924834549647,0.005874224688554422,0.0022949667211191334,0.0028213428731878243,0.003761790497583752,0.004476686129415582,0.0025991435992861805,0.005173662611191086,0.001834444221213027,0.06121164454944664,0.016545526236128736,0.0027284073378596695,0.0010421013006484438,0.0009060890179181495,0.0038864158609285323,0.0019020757945433266
BLOODCELL,MobileNetV3,ABL_no_descriptors,0.9256188334162729,0.925518959701594,0.9903703134044726,0.03370024516353621,0.021291531808596574,0.019310588807098177,0.11303730578028093,0.849283592292959,0.2105777307568062,0.8931708632065453,0.2915712054819497,0.8644119544903731,0.20938661192367655,0.6473289873871774,0.9130200736855734,0.010447373532420031,0.00756592952886988,0.03739541849566761,0.019284313887012537,0.0024395799168426993,0.0024423282552935954,0.0007494018588543039,0.00541390594948372,0.005191733665305205,0.0021126416668801745,0.0036407154140606023,0.004854287218747446,0.006679528935854534,0.002940113833123265,0.007284669505971164,0.0019544460871973083,0.09488531012132372,0.01597387524013052,0.002828200729199443,0.0009533387262102754,0.0009281724357771654,0.002965894390055062,0.0024600244927772716
