domain,arch,fold,method,mc_active,BAcc,F1,AUC,ECE,dECE,SCE,Brier,BSS,NLL,Conf,Ent,MTP,MCE,OCE,CCC,AURC,EAURC,Risk@90,Risk@80
BLOODCELL,ConvNeXt,1,ABL_no_knn,True,0.93362933244745,0.9335743717429559,0.9912233224708451,0.013550019434501709,0.0030704246347204815,0.011638466314593796,0.09964660853152625,0.8671378552912985,0.1775057795207468,0.9229373268466724,0.2006501073151194,0.8931457787216296,0.24150440021631736,0.7013205417164847,0.9387806500987019,0.009534304536112077,0.007243981705608736,0.03152753108348135,0.01848151848151848
BLOODCELL,ConvNeXt,1,ABL_focal,True,0.9428126464324662,0.9425955808845405,0.994083749207032,0.06477712991972792,0.054777732610002426,0.03320101838370949,0.09534307117566525,0.8728759050991132,0.191092179662126,0.8796280839261303,0.33017728582371025,0.8623187423016349,0.6808814034542567,0.5996818381547812,0.8967167907472726,0.0058439044466705664,0.004144825993274456,0.024422735346358793,0.007992007992007992
BLOODCELL,ConvNeXt,1,TAU_0.60,True,0.9344218283871715,0.9343680225819211,0.9919642866479734,0.019446770543126626,0.007465533993969348,0.012707558940085921,0.09772617516407583,0.8696984331145657,0.17447886527543138,0.9182152775347688,0.21982694221820703,0.8900350559403625,0.12132372268747682,0.6885738047524514,0.9344217972135894,0.008584811706429381,0.006349480261573113,0.03063943161634103,0.015984015984015984
BLOODCELL,ConvNeXt,1,TAU_0.70,True,0.9344218283871715,0.9343680225819211,0.9919642866479734,0.019446770543126626,0.007465533993969348,0.012707558940085921,0.09772617516407583,0.8696984331145657,0.17447886527543138,0.9182152775347688,0.21982694221820703,0.8900350559403625,0.12132372268747682,0.6885738047524514,0.9344217972135894,0.008584811706429381,0.006349480261573113,0.03063943161634103,0.015984015984015984
BLOODCELL,ConvNeXt,1,TAU_0.80,True,0.9344218283871715,0.9343680225819211,0.9919642866479734,0.019446770543126626,0.007465533993969348,0.012707558940085921,0.09772617516407583,0.8696984331145657,0.17447886527543138,0.9182152775347688,0.21982694221820703,0.8900350559403625,0.12132372268747682,0.6885738047524514,0.9344217972135894,0.008584811706429381,0.006349480261573113,0.03063943161634103,0.015984015984015984
BLOODCELL,ConvNeXt,1,TAU_0.85,True,0.9344218283871715,0.9343680225819211,0.9919642866479734,0.019446770543126626,0.007465533993969348,0.012707558940085921,0.09772617516407583,0.8696984331145657,0.17447886527543138,0.9182152775347688,0.21982694221820703,0.8900350559403625,0.12132372268747682,0.6885738047524514,0.9344217972135894,0.008584811706429381,0.006349480261573113,0.03063943161634103,0.015984015984015984
BLOODCELL,ConvNeXt,1,TAU_0.90,True,0.9344218283871715,0.9343680225819211,0.9919642866479734,0.019446770543126626,0.007465533993969348,0.012707558940085921,0.09772617516407583,0.8696984331145657,0.17447886527543138,0.9182152775347688,0.21982694221820703,0.8900350559403625,0.12132372268747682,0.6885738047524514,0.9344217972135894,0.008584811706429381,0.006349480261573113,0.03063943161634103,0.015984015984015984
BLOODCELL,ConvNeXt,1,TAU_0.95,True,0.9344218283871715,0.9343680225819211,0.9919642866479734,0.019446770543126626,0.007465533993969348,0.012707558940085921,0.09772617516407583,0.8696984331145657,0.17447886527543138,0.9182152775347688,0.21982694221820703,0.8900350559403625,0.12132372268747682,0.6885738047524514,0.9344217972135894,0.008584811706429381,0.006349480261573113,0.03063943161634103,0.015984015984015984
BLOODCELL,ConvNeXt,1,FAIR_rbf_svm,True,0.93362933244745,0.9335743717429559,0.9912233224708451,0.013550019434501709,0.0030704246347204815,0.011638466314593794,0.09964660853152625,0.8671378552912985,0.1775057795207468,0.9229373268466722,0.2006501073151194,0.8931457787216296,0.24150440021631736,0.7013205417164847,0.9387806500987019,0.009534304536112077,0.007243981705608736,0.03152753108348135,0.01848151848151848
BLOODCELL,ConvNeXt,1,FAIR_poly_svm,True,0.9188776351220677,0.918842251708883,0.9854617292305301,0.027664807788592944,0.015271102601258073,0.016577244017617856,0.1264884039326894,0.8313487947564143,0.2632012775002943,0.8974835932122817,0.2671858344791404,0.8623448630252373,0.7135916481924254,0.6728663119855242,0.917414835217614,0.019278095683815638,0.015846414557231188,0.04440497335701599,0.025974025974025976
BLOODCELL,ConvNeXt,1,FAIR_knn,True,0.9070804541455091,0.9058288566027436,0.9853795804324077,0.07877805877691606,0.06606536403245458,0.04316466555725553,0.15603696845911436,0.7919507087211811,0.5709718959198854,0.8546915236048399,0.3056277622730499,0.8255774333974496,0.2462008479243457,0.5826741129405747,0.8827444429946321,0.01681609389231874,0.01228450896701563,0.048845470692717524,0.02547452547452541
BLOODCELL,ConvNeXt,1,FAIR_equal_blend,True,0.9419898841879077,0.9417739471392846,0.9936783205226105,0.06365851954436542,0.05304661088132949,0.032179357126796045,0.09951601810626014,0.86731197585832,0.1958344386720558,0.8781684945034491,0.32141990349442545,0.860356025048106,0.6693693865210533,0.602159361055012,0.8952653691252023,0.006350156381219897,0.004603234562016125,0.02664298401420959,0.00999000999000999
BLOODCELL,ConvNeXt,1,ABL_no_descriptors,True,0.9348706307177096,0.9346174991471833,0.9912765750590876,0.030135915025493898,0.019041082587633096,0.017497292009614408,0.10415429789834346,0.8611276028022089,0.1883310928731692,0.9057533502680128,0.2550577437211237,0.8773848944740756,0.32703134757623487,0.6838661343136448,0.9213110687017521,0.009202640261406846,0.006994548150802601,0.03774422735346359,0.015984015984015984
BLOODCELL,ConvNeXt,2,BASE,True,0.867155841550349,0.8679895148873814,0.9765522284747018,0.060476169269941274,0.042391484321431916,0.044133560068583856,0.19494244220667317,0.7400767437244361,0.3520821073800068,0.8071376085281372,0.49654144048690796,0.7660666704177856,0.1339542145852919,0.5975081920623779,0.8393065333366394,0.031626189901433024,0.022328891775074217,0.0941385435168739,0.06943056943056942
BLOODCELL,ConvNeXt,2,MC_DROPOUT,True,0.8707553451264134,0.8713985372867578,0.9757462307778149,0.08573290387773533,0.06763398970840089,0.05186894368711462,0.20387698115540784,0.7281640251261232,0.37364687391035367,0.784822404384613,0.5490245819091797,0.7472078204154968,0.18793714046478271,0.5821127891540527,0.8149637579917908,0.033071548206796135,0.02428085228686841,0.09635879218472469,0.07242757242757243
BLOODCELL,ConvNeXt,2,TEMP_SCALE,True,0.867155841550349,0.8679895148873814,0.9760041352600319,0.024168851432255417,0.009118118264919066,0.026953472362651148,0.18629231866942705,0.7516102417740976,0.3222370289281148,0.8827332258224487,0.29801836609840393,0.8231202363967896,0.32052484154701233,0.6893059611320496,0.9124158024787903,0.030249511761898527,0.020952213635539722,0.09191829484902309,0.06543456543456544
BLOODCELL,ConvNeXt,2,VEC_SCALE,True,0.8850502107389766,0.8850023565142024,0.9776546001881528,0.01719200517009855,0.006126304026762828,0.015094794499115721,0.1710572220234206,0.7719237039687729,0.2925522810202254,0.8905036466625329,0.27489865373256306,0.8362176025442281,0.6700423027963137,0.7058940419117824,0.9146012870297267,0.024984124997279873,0.018022925604615297,0.08259325044404973,0.054945054945054944
BLOODCELL,ConvNeXt,2,ISOTONIC,True,0.8838473260854419,0.8840314288775939,0.9769453887343271,0.023243562286013483,0.008346370654637923,0.01914959992890572,0.17379031133476136,0.7682795848869852,0.34007880832662424,0.8909860849380493,0.2664065957069397,0.8344964385032654,0.23824871579806006,0.7180210947990417,0.91382896900177,0.02832439010698968,0.02121508837179374,0.08170515097690943,0.058219558219558334
BLOODCELL,ConvNeXt,2,DIRICHLET,True,0.8894728675110856,0.8892986253269864,0.9792947432126438,0.013047183448202453,0.0032697690006184975,0.012270988763795208,0.16343648869645164,0.7820846817380648,0.27964388314819677,0.8933983445167542,0.26498445868492126,0.8417174816131592,0.28383868932724,0.7065243124961853,0.9167470335960388,0.023185737837829765,0.01675370225954786,0.07726465364120781,0.04895104895104895
BLOODCELL,ConvNeXt,2,APEX,True,0.9288562498223213,0.9290044707132301,0.9910615901171568,0.016915483015649914,0.008921769392724217,0.012300842255149698,0.1011540001743541,0.8651279997675281,0.1775434623236224,0.915935397970887,0.22623367119213578,0.8868667806662753,0.29276621886491294,0.677447331557428,0.9343043153065191,0.008854608677403742,0.00621995065693617,0.03063943161634103,0.016983016983016984
BLOODCELL,ConvNeXt,2,ABL_no_gate,True,0.9288562498223213,0.9290044707132301,0.9910615901171568,0.016915483015649914,0.008921769392724217,0.012300842255149696,0.1011540001743541,0.8651279997675281,0.1775434623236224,0.915935397970887,0.22623367119213578,0.8868667806662753,0.29276621886491294,0.677447331557428,0.9343043153065191,0.008854608677403742,0.00621995065693617,0.03063943161634103,0.016983016983016984
